tweet,sarcastic
"I am dissatisfied with the classmate, a sophomore girl, who put laxatives in the class lunch soup! It doesn't matter if you exaggerate a little bit more about what's going on in education.",1
Hmph! The midterm exam is a pile of data and a pile of reports! I'm really pissed off at unsure!,1
Madonna's double DVD doesn't even have nothinreallymatter... That's great... I'm saving money again.,1
"Good, I'm awake again. Good morning, everyone.",0
Good~~I've had more than 3 people tell me directly that I've gained weight .... Means I should really pay attention.,1
"Good, very good... I'm sure I'll have to redo it... Turning over the table.",1
There could have been a few more emergencies today and it wouldn't have mattered :.,0
This week's vacation has gone by the wayside again... It's a good thing I'm still in a messy room... I'm still in a messy room... looking for a place to sleep...,1
It could have rained a little harder!!!! Why the hell am I wearing a raincoat? I'm soaking wet in my underwear!!!!! #$%^*,1
"The club I went to today could have had a stickier floor, my shoes weren't staying on my feet!!!!",1
"Uhhhh!!! Tomorrow, Monday? ~~It's pouring rain, so it won't go all the way to dawn!",1
"As soon as the boss walked in, he kindly gave me a bunch of things to do.",1
"Ms. Sophie, you could be a little more bikerish, that's all right!",1
You could be a little more GY.,0
Could be a little more difficult to communicate with you !!!!!!!!!,1
Society could be a little dirtier nottalking.,1
Will we be so poor that we'll go crazy? .... It's only the beginning of the month... Mmmm!!! The world is a beautiful place... I'm going to lose some weight while I'm at it XD... Stay tuned!,1
"Peiru Lee, you could have been a little more tactful!",0
It's okay if there are more bad things.,1
"I saw that McDonald's was not crowded at noon. So I bought a Big Mac for the office. When I got back, I realized... What the hell! Can you give me less fries?",1
I could be a little busier... A little more chaotic... A little more chaotic.,1
The new version of MSN can be downloaded a little slower! It's been almost an hour and it's not loaded yet. ....,1
I was just thinking about going out... It's raining. God loves me too much!,1
Tired~~~Took me an hour and a half to walk from Tech Life Center to Minghu Road~~I'm such a great idiot!!!! Good night~~~.,1
!!!!!!! What used to take over a month to prepare ~ now it can be solved in two weeks ~ I can only say that you guys are really courageous !!!!!,1
"1. Do you have to have a reason for doing anything or making a decision? 2. The school network could suck a little more! A good movie was treated as a drama series to be watched over there, and the creepiness index was instantly ""low"" to a broken meter!",1
I don't know if I heard wrong or what! I'm an agent in the marketing department now! I'm not the one that Mast thinks so highly of! Wasn't Mast the agent who sent our department away? How come it's me now? What's wrong with you?,1
"""From the time I woke up at 10am, apart from half an hour to go to the clinic to change my medication, an hour for breakfast, and two hours for dinner, I have been writing Seminararbeit... I'm too hardworking for that! I'm actually dying.",1
"Wearing a bra to be beaten on the grounds of fraud this is too cocky, those men are in anger what big ah!",1
"Please, can the company's internet be a little slower? What's the problem with this slowdown? Can't you afford to upgrade?",1
You are too active...,1
The shared copying computer could be a little slower.,0
"Frogger, Google's integration can be a little bit better, why does chrome keep showing error messages of reimporting too many times when opening gmail, or not connecting at all, and clearing cookies doesn't help either!",1
I'm so lucky today... Another anomaly.... .lonely,1
It closes at 2:30 in the afternoon! Damn Chinese Consulate you can be lazy!!!!,1
What's going on with that door? You can close it a little harder.,1
"Surprise every day, PDE will die, no doubt, but it's too hard to keep up.",0
The computer could be faster!,1
"My right foot is swollen and broken, and my left foot just hit the door and my fingernail lifted up. I could have been more careless and tried to knock myself out!",1
There could be more birds!,1
"Very good... I've handed in my homework; I still have to read 5 animation papers and write comments today, and I have to hand in my English class tomorrow!",0
I'm so sorry! The chili is so good my face could suck a little more...,1
The rain could be a little heavier... I really don't mind at all!!!,1
This... I can go further. Can anyone really believe it? Such a crude animation.,0
"Turtle girl, you could be a little more duplicitous.",1
"Damn it! Hyung-woo was beaten up and there was a shouting and cursing from behind me... Then my sister turned around and saw the scene and immediately busted out, ""Hyung-woo got hit! Fuck!"" →You could've been worse.",1
"Yesterday the AUD to TWD exchange was at a super low, today the AUD went up again! My exchange points are so awesome :'",1
Happy farms don't make me happy at all. You could have sucked more!,1
Hovering over the vendor. Little bosses. Factory managers... You could be a little more tactical... I'm already too busy... And you're still messing around.,1
Parma plus Typhoon Miller = double typhoon effect... Plus the Northeast monsoon = the co-partner effect. It's really high.,0
"Pride of Asia's No. 1 Taiwan!!!! Taiwan's unemployment rate of 6.13% is the highest in Asia, the Census Bureau believes that the unemployment rate in August is close to the peak, and there is room for it to decline from September onwards, the Census Bureau can be a little more shameless unsure",1
It doesn't matter if the system is a little slower.,0
"At the Hsinchu event, the microphone at the school venue could have sucked a little bit more, the lecturer was almost silent...",1
Carrying 10 kilograms of bamboo shoots home before the Mid-Autumn Festival is really cool nottalking.,1
"Looked at the news footage of the nuns were rescued ~ ~ how no disaster victims fu, but also big bags and suitcases, really do not know whether you are fleeing the disaster or abroad news report said that the scriptures, you do not know less you can carry a few more people out of the disaster area of those books? ~ ~ monk scriptures than human life is important ~ really special!",1
Today's weather is too good thinking cloudless and sunny...I don't like to go out for a little bit because I have to wait a little bit or else I'll become an otaku LOL!,0
Should be a good night's sleep tonight... :,0
That's good. The county has Facebook locked down. You can't open it.,1
"I thought the hill was getting shorter, but I didn't realize that the hard part was just beginning. ~~~~~ I don't want to be a colorful D. Tears.",0
"Own very north seven, trance me because of laziness to turn a direction, so I was cut by the blade of the plastic wrap.... It's great! I bought it myself a few days ago... Blood just came out...",1
We're driving to Taichung in 40 minutes... Another thing to get dented .... I'm really too nice...,1
"... Boss, you're talking too early.... Tomorrow we have to pay for the thesis proposal, the NRC report, the book report, and the KM assignment.",1
This wedding drink thing... It's really tiring... I was happy and emotional when I got home at 3 o'clock after dinner... It's just that there are five red bombs in two months... That's pretty cool...,1
